c_ClaveProdServ,Descripción,Palabras similares,Material Peligroso,FechaInicioVigencia,FechaFinVigencia
10202327,Rosal vivo eliza,,0,17/07/2024,
10202328,Rosal vivo flash baccara,,0,17/07/2024,
10202329,Rosal vivo full house,,0,17/07/2024,
10202330,Rosal vivo funky,,0,17/07/2024,
10202331,Rosal vivo giliane,,0,17/07/2024,
10202332,Rosal vivo gran europe,,0,17/07/2024,
10202333,Rosal vivo habari,,0,17/07/2024,
10202334,Rosal vivo hanseat,,0,17/07/2024,
10202335,Rosal vivo high and amazing,,0,17/07/2024,
10202336,Rosal vivo high and bonita,,0,17/07/2024,
10202337,Rosal vivo high and booming,,0,17/07/2024,
10202338,Rosal vivo high and fantasy,,0,17/07/2024,
10202339,Rosal vivo high and rich,,0,17/07/2024,
10202340,Rosal vivo hot lady,,0,17/07/2024,
10202341,Rosal vivo hot princess,,0,17/07/2024,
10202342,Rosal vivo inspiration,,0,17/07/2024,
10202343,Rosal vivo jeimy,,0,17/07/2024,
10202344,Rosal vivo kachita,,0,17/07/2024,
10202345,Rosal vivo karen,,0,17/07/2024,
10202346,Rosal vivo kenji,,0,17/07/2024,
10202347,Rosal vivo kiko,,0,17/07/2024,
10202348,Rosal vivo laser,,0,17/07/2024,
10202349,Rosal vivo latin duett,,0,17/07/2024,
10202350,Rosal vivo latin fever,,0,17/07/2024,
10202351,Rosal vivo lifestyle,,0,17/07/2024,
10202352,Rosal vivo light orlando,,0,17/07/2024,
10202353,Rosal vivo lovely dreams,,0,17/07/2024,
10202354,Rosal vivo loyalty,,0,17/07/2024,
10202355,Rosal vivo malibu,,0,17/07/2024,
10202356,Rosal vivo mata-hari,,0,17/07/2024,
10202357,Rosal vivo memphis,,0,17/07/2024,
10202358,Rosal vivo mi amor,,0,17/07/2024,
10202359,Rosal vivo miami,,0,17/07/2024,
10202360,Rosal vivo michelle,,0,17/07/2024,
10202361,Rosal vivo mikaela,,0,17/07/2024,
10202362,Rosal vivo orchestra,,0,17/07/2024,
10202363,Rosal vivo orlando,,0,17/07/2024,
10202364,Rosal vivo osadia,,0,17/07/2024,
10202365,Rosal vivo paeonia freelander,,0,17/07/2024,
10202366,Rosal vivo paula,,0,17/07/2024,
10202367,Rosal vivo pavarotti,,0,17/07/2024,
10202368,Rosal vivo pink intuition,,0,17/07/2024,
10202369,Rosal vivo poison,,0,17/07/2024,
10202370,Rosal vivo princess,,0,17/07/2024,
10202371,Rosal vivo queen mary,,0,17/07/2024,
10202372,Rosal vivo raphaela,,0,17/07/2024,
10202373,Rosal vivo raspberry ice,,0,17/07/2024,
10202374,Rosal vivo ravel,,0,17/07/2024,
10202375,Rosal vivo riviera,,0,17/07/2024,
10202376,Rosal vivo sade,,0,17/07/2024,
10202377,Rosal vivo sashimi,,0,17/07/2024,
10202378,Rosal vivo shanya,,0,17/07/2024,
10202379,Rosal vivo shocking versilia,,0,17/07/2024,
10202380,Rosal vivo solitaire,,0,17/07/2024,
10202381,Rosal vivo something different,,0,17/07/2024,
10202382,Rosal vivo splendid renate,,0,17/07/2024,
10202383,Rosal vivo star,,0,17/07/2024,
10202384,Rosal vivo sweet candia,,0,17/07/2024,
10202385,Rosal vivo sweet moments,,0,17/07/2024,
10202386,Rosal vivo sweet unique,,0,17/07/2024,
10202387,Rosal vivo taboo,,0,17/07/2024,
10202388,Rosal vivo timona,,0,17/07/2024,
10202389,Rosal vivo topaz,,0,17/07/2024,
10202390,Rosal vivo vogue,,0,17/07/2024,
10202391,Rosal vivo voila,,0,17/07/2024,
10202392,Rosal vivo wild one,,0,17/07/2024,
10202393,Rosal vivo yves piaget,,0,17/07/2024,
10211700,Astromelia viva,Lirios de campo vivos,0,17/07/2024,
10211701,Astromelia viva agropoli,Lirio de campo vivo agropoli,0,17/07/2024,
10211702,Astromelia viva bourgogne,Lirio de campo vivo bourgogne,0,17/07/2024,
10211703,Astromelia viva cairo,Lirio de campo vivo cairo,0,17/07/2024,
10211704,Astromelia viva charmes,Lirio de campo vivo charmes,0,17/07/2024,
10211705,Astromelia viva cherry bay,Lirio de campo vivo cherry bay,0,17/07/2024,
10211706,Astromelia viva cherry white,Lirio de campo vivo cherry white,0,17/07/2024,
10211707,Astromelia viva dame blanche,Lirio de campo vivo dame blanche,0,17/07/2024,
10211708,Astromelia viva diamond,Lirio de campo vivo diamond,0,17/07/2024,
10211709,Astromelia viva gran canaria,Lirio de campo vivo gran canaria,0,17/07/2024,
10211710,Astromelia viva harlekijn,Lirio de campo vivo harlekijn,0,17/07/2024,
10211711,Astromelia viva indian summer,Lirio de campo vivo indian summer,0,17/07/2024,
10211712,Astromelia viva jamaica,Lirio de campo vivo jamaica,0,17/07/2024,
10211713,Astromelia viva macondo,Lirio de campo vivo macondo,0,17/07/2024,
10211714,Astromelia viva mistique,Lirio de campo vivo mistique,0,17/07/2024,
10211715,Astromelia viva my fair,Lirio de campo vivo my fair,0,17/07/2024,
10211716,Astromelia viva new cairo,Lirio de campo vivo new cairo,0,17/07/2024,
10211717,Astromelia viva nice,Lirio de campo vivo nice,0,17/07/2024,
10211718,Astromelia viva orange bowl,Lirio de campo vivo orange bowl,0,17/07/2024,
10211719,Astromelia viva orange queens,Lirio de campo vivo orange queens,0,17/07/2024,
10211720,Astromelia viva orange sun,Lirio de campo vivo orange sun,0,17/07/2024,
10211721,Astromelia viva paris,Lirio de campo vivo parís,0,17/07/2024,
10211722,Astromelia viva picasso,Lirio de campo vivo picasso,0,17/07/2024,
10211723,Astromelia viva pink panther,Lirio de campo vivo pink panther,0,17/07/2024,
10211724,Astromelia viva prima donna,Lirio de campo vivo prima donna,0,17/07/2024,
10211725,Astromelia viva red silhouette,Lirio de campo vivo red silhouette,0,17/07/2024,
10211726,Astromelia viva sacha,Lirio de campo vivo sacha,0,17/07/2024,
10211727,Astromelia viva salmon,Lirio de campo vivo salmón,0,17/07/2024,
10211728,Astromelia viva santiago,Lirio de campo vivo santiago,0,17/07/2024,
10211729,Astromelia viva senna,Lirio de campo vivo senna,0,17/07/2024,
10211730,Astromelia viva snowball,Lirio de campo vivo snowball,0,17/07/2024,
10211731,Astromelia viva sublime,Lirio de campo vivo sublime,0,17/07/2024,
10211732,Astromelia viva tropicana,Lirio de campo vivo tropicana,0,17/07/2024,
10211733,Astromelia viva virginia,Lirio de campo vivo virginia,0,17/07/2024,
10211734,Astromelia viva white,Lirio de campo vivo white,0,17/07/2024,
10211800,Amaranto vivo,,0,17/07/2024,
10211801,Amaranto vivo verde colgante,,0,17/07/2024,
10211802,Amaranto vivo rojo colgante,,0,17/07/2024,
10211803,Amaranto vivo bonce erguido,,0,17/07/2024,
10211804,Amaranto vivo verde erguido,,0,17/07/2024,
10211805,Amaranto vivo rojo erguido,,0,17/07/2024,
10213200,Clavel (dianthus) vivo,Clavelinas vivas,0,17/07/2024,
10213201,Clavel (dianthus) vivo chocolate,Clavelina viva chocolate,0,17/07/2024,
10213202,Clavel (dianthus) vivo fucsia,Clavelina viva fucsia,0,17/07/2024,
10213203,Clavel (dianthus) vivo bola verde,Clavelina viva bola verde,0,17/07/2024,
10213204,Clavel (dianthus) vivo rosado fuerte,Clavelina viva rosado fuerte,0,17/07/2024,
10213205,Clavel (dianthus) vivo lavanda,Clavelina viva lavanda,0,17/07/2024,
10213206,Clavel (dianthus) vivo frambuesa,Clavelina viva frambuesa,0,17/07/2024,
10213207,Clavel (dianthus) vivo rojo,Clavelina viva rojo,0,17/07/2024,
10213208,Clavel (dianthus) vivo rosado,Clavelina viva rosado,0,17/07/2024,
10213700,Ajedrezada viva,,0,17/07/2024,
10213701,Ajedrezada viva acmopelata,,0,17/07/2024,
10213702,Ajedrezada viva assyriaca,,0,17/07/2024,
10213703,Ajedrezada viva assyriaca uva vulpis,,0,17/07/2024,
10213704,Ajedrezada viva elysee,,0,17/07/2024,
10213705,Ajedrezada viva imperialis anaranjada,,0,17/07/2024,
10213706,Ajedrezada viva imperialis amarilla,,0,17/07/2024,
10213707,Ajedrezada viva meleagris,,0,17/07/2024,
10213708,Ajedrezada viva michailowski,,0,17/07/2024,
10213709,Ajedrezada viva uva vulpis,,0,17/07/2024,
10214000,Jengibre vivo,Flores de jengibre vivas,0,17/07/2024,
10214001,Jengibre vivo  indonesio,Flor de jengibre viva indonesio,0,17/07/2024,
10214002,Jengibre vivo jungle king rosado,Flor de jengibre viva jungle king rosado,0,17/07/2024,
10214003,Jengibre vivo jungle king rojo,Flor de jengibre viva jungle king rojo,0,17/07/2024,
10214004,Jengibre vivo rosado,Flor de jengibre viva rosado,0,17/07/2024,
10214005,Jengibre vivo rojo,Flor de jengibre viva rojo,0,17/07/2024,
10214006,Jengibre vivo torch,Flor de jengibre viva torch,0,17/07/2024,
10215400,Azucena viva,Lili viva,0,17/07/2024,
10215401,Azucena viva alteza longiflorum e híbrido asiática,Lili viva alteza longiflorum e híbrido asiática,0,17/07/2024,
10215402,Azucena viva black out,Lili viva black out,0,17/07/2024,
10215403,Azucena viva rosado oscuro,Lili viva rosado oscuro,0,17/07/2024,
10215404,Azucena viva leéctrica asiática,Lili viva eléctrica asiática,0,17/07/2024,
10215405,Azucena viva festival asiática,Lili viva festival asiática,0,17/07/2024,
10215406,Azucena viva ginebra asiática,Lili viva ginebra asiática,0,17/07/2024,
10215407,Azucena viva rosado claro asiática,Lili viva rosado claro asiática,0,17/07/2024,
10215408,Azucena viva colombina asiática,Lili viva colombina asiática,0,17/07/2024,
10215409,Azucena viva miss américa púrpura asiática,Lili viva miss américa púrpura asiática,0,17/07/2024,
10215410,Azucena viva monte negro asiática,Lili viva monte negro asiática,0,17/07/2024,
10215411,Azucena viva anaranjada asiática,Lili viva anaranjada asiática,0,17/07/2024,
10215412,Azucena viva durazno cannes asiática,Lili viva durazno cannes asiática,0,17/07/2024,
10215413,Azucena viva rosada asiática,Lili viva rosada asiática,0,17/07/2024,
10215414,Azucena viva sancerre asiátia,Lili viva sancerre asiática,0,17/07/2024,
10215415,Azucena viva white dream asiática,Lili viva white dream asiática,0,17/07/2024,
10215416,Azucena viva amarilla asiática,Lili viva amarilla asiática,0,17/07/2024,
10215417,Azucena viva diamante brillante longiflorum e híbrido asiática,Lili viva diamante brillante longiflorum e híbrido asiática,0,17/07/2024,
10215418,Azucena viva brindisi longiflorum e híbrido asiática,Lili viva brindisi longiflorum e híbrido asiática,0,17/07/2024,
10215419,Azucena viva carmine longiflorum e híbrido asiática,Lili viva carmine longiflorum e híbrido asiática,0,17/07/2024,
10215420,Azucena viva cinnabar longiflorum e híbrido asiática,Lili viva cinnabar longiflorum e híbrido asiática,0,17/07/2024,
10215421,Azucena viva club longiflorum e híbrido asiática,Lili viva club longiflorum e híbrido asiática,0,17/07/2024,
10215422,Azucena viva discovery longiflorum e híbrido asiática,Lili viva discovery longiflorum e híbrido asiática,0,17/07/2024,
10215423,Azucena viva de pascua,Lili viva de pascua,0,17/07/2024,
10215424,Azucena viva isis longiflorum e híbrido asiática,Lili viva isis longiflorum e híbrido asiática,0,17/07/2024,
10215425,Azucena viva la hybrid justice longiflorum e híbrido asiática,Lili viva la hybrid justice longiflorum e híbrido asiática,0,17/07/2024,
10215426,Azucena viva lace longiflorum e híbrido asiática,Lili viva lace longiflorum e híbrido asiática,0,17/07/2024,
10215427,Azucena viva lirio de los valles,Lili viva lirio de los valles,0,17/07/2024,
10215428,Azucena viva love longiflorum e híbrido asiática,Lili viva love longiflorum e híbrido asiática,0,17/07/2024,
10215429,Azucena viva menorca longiflorum e híbrido asiática,Lili viva menorca longiflorum e híbrido asiática,0,17/07/2024,
10215430,Azucena viva oriental acapulco,Lili viva oriental acapulco,0,17/07/2024,
10215431,Azucena viva oriental albion,Lili viva oriental albión,0,17/07/2024,
10215432,Azucena viva oriental argentina,Lili viva oriental argentina,0,17/07/2024,
10215433,Azucena viva oriental auratum,Lili viva oriental auratum,0,17/07/2024,
10215434,Azucena viva oriental barbaresco,Lili viva oriental barbaresco,0,17/07/2024,
10215435,Azucena viva oriental bernini,Lili viva oriental bernini,0,17/07/2024,
10215436,Azucena viva oriental beseno,Lili viva oriental beseno,0,17/07/2024,
10215437,Azucena viva oriental broadway,Lili viva oriental broadway,0,17/07/2024,
10215438,Azucena viva oriental canada,Lili viva oriental canadá,0,17/07/2024,
10215439,Azucena viva oriental casablanca,Lili viva oriental casablanca,0,17/07/2024,
10215440,Azucena viva oriental chili,Lili viva oriental chili,0,17/07/2024,
10215441,Azucena viva oriental chrystal,Lili viva oriental chrystal,0,17/07/2024,
10215442,Azucena viva oriental cobra,Lili viva oriental cobra,0,17/07/2024,
10215443,Azucena viva oriental conca d’ or,Lili viva oriental conca d' ivor,0,17/07/2024,
10215444,Azucena viva oriental cote d’ ivor,Lili viva oriental cote d' ivor,0,17/07/2024,
10215445,Azucena viva oriental dizzy,Lili viva oriental dizzy,0,17/07/2024,
10215446,Azucena viva oriental fireball,Lili viva oriental fireball,0,17/07/2024,
10215447,Azucena viva oriental gluhwein,Lili viva oriental gluhwein,0,17/07/2024,
10215448,Azucena viva oriental goldband,Lili viva oriental goldband,0,17/07/2024,
10215449,Azucena viva oriental halifax,Lili viva oriental halifax,0,17/07/2024,
10215450,Azucena viva oriental kathryn,Lili viva oriental kathryn,0,17/07/2024,
10215451,Azucena viva oriental kyoto,Lili viva oriental kyoto,0,17/07/2024,
10215452,Azucena viva oriental la mancha,Lili viva oriental la mancha,0,17/07/2024,
10215453,Azucena viva oriental medusa,Lili viva oriental medusa,0,17/07/2024,
10215454,Azucena viva oriental montezuma,Lili viva oriental montezuma,0,17/07/2024,
10215455,Azucena viva oriental muscadet,Lili viva oriental muscadet,0,17/07/2024,
10215456,Azucena viva oriental nippon,Lili viva oriental nippon,0,17/07/2024,
10215457,Azucena viva oriental opus one,Lili viva oriental opus one,0,17/07/2024,
10215458,Azucena viva oriental pompeii,Lili viva oriental pompeii,0,17/07/2024,
10215459,Azucena viva oriental rialto,Lili viva oriental rialto,0,17/07/2024,
10215460,Azucena viva oriental robina,Lili viva oriental robina,0,17/07/2024,
10215461,Azucena viva oriental rousilon,Lili viva oriental rousilon,0,17/07/2024,
10215462,Azucena viva oriental siberia,Lili viva oriental siberia,0,17/07/2024,
10215463,Azucena viva oriental sorbonne,Lili viva oriental sorbonne,0,17/07/2024,
10215464,Azucena viva oriental starfighter,Lili viva oriental starfighter,0,17/07/2024,
10215465,Azucena viva oriental stargazer,Lili viva oriental stargazer,0,17/07/2024,
10215466,Azucena viva oriental sumatra,Lili viva oriental sumatra,0,17/07/2024,
10215467,Azucena viva oriental time out,Lili viva oriental time out,0,17/07/2024,
10215468,Azucena viva oriental tom pouche,Lili viva oriental tom pouche,0,17/07/2024,
10215469,Azucena viva oriental tropical,Lili viva oriental tropical,0,17/07/2024,
10215470,Azucena viva oriental white cup,Lili viva oriental white cup,0,17/07/2024,
10215471,Azucena viva oriental white merostar,Lili viva oriental white merostar,0,17/07/2024,
10215472,Azucena viva oriental white montana,Lili viva oriental white montana,0,17/07/2024,
10215473,Azucena viva oriental white stargazer,Lili viva oriental white stargazer,0,17/07/2024,
10215474,Azucena viva oriental yellow band,Lili viva oriental yellow band,0,17/07/2024,
10215475,Azucena viva oriental yellow dream,Lili viva oriental yellow dream,0,17/07/2024,
10215476,Azucena viva oriental yellow queen,Lili viva oriental yellow queen,0,17/07/2024,
10215477,Azucena viva oriental yellow star,Lili viva oriental yellow star,0,17/07/2024,
10215478,Azucena viva oriental yeloween,Lili viva oriental yelloween,0,17/07/2024,
10215479,Azucena viva ot red dutch,Lili viva ot red dutch,0,17/07/2024,
10215480,Azucena viva sonata nimph,Lili viva sonata nimph,0,17/07/2024,
10215481,Azucena viva sonata shocking,Lili viva sonata shocking,0,17/07/2024,
10215482,Azucena viva sonata triumphateer,Lili viva sonata triumphateer,0,17/07/2024,
10215483,Azucena viva sunset longiflorum e híbrido asiática,Lili viva sunset longiflorum e híbrido asiática,0,17/07/2024,
10215484,Azucena viva de agua,Lili viva de agua,0,17/07/2024,
10215600,Lisianthus vivo,Eustomas vivas,0,17/07/2024,
10215601,Lisianthus vivo crema,Eustoma viva crema,0,17/07/2024,
10215602,Lisianthus vivo rosado fuerte,Eustoma viva rosado fuerte,0,17/07/2024,
10215603,Lisianthus vivo verde,Eustoma viva verde,0,17/07/2024,
10215604,Lisianthus vivo lavanda,Eustoma viva lavanda,0,17/07/2024,
10215605,Lisianthus vivo rosado claro,Eustoma viva rosado claro,0,17/07/2024,
10215606,Lisianthus vivo mini blanco,Eustoma viva mini blanco,0,17/07/2024,
10215607,Lisianthus vivo durazno,Eustoma viva durazno,0,17/07/2024,
10215608,Lisianthus vivo rosado con borde blanco,Eustoma viva rosado con borde blanco,0,17/07/2024,
10215609,Lisianthus vivo púrpura,Eustoma viva púrpura,0,17/07/2024,
10215610,Lisianthus vivo púrpura con borde blanco,Eustoma viva púrpura con borde blanco,0,17/07/2024,
10215611,Lisianthus vivo blanco con borde rosado,Eustoma viva blanco con borde rosado,0,17/07/2024,
10215612,Lisianthus vivo blanco,Eustoma viva blanco,0,17/07/2024,
10215613,Lisianthus vivo blanco con borde púrpura,Eustoma viva blanco con borde púrpura,0,17/07/2024,
10216100,Estrella de Belén viva,,0,17/07/2024,
10216101,Estrella de belén viva arábica,,0,17/07/2024,
10216102,Estrella de belén viva dubium anaranjada,,0,17/07/2024,
10216103,Estrella de belén viva umbellada,,0,17/07/2024,
10216104,Estrella de belén viva dubium blanca,,0,17/07/2024,
10216105,Estrella de belén viva dubium amarilla,,0,17/07/2024,
10216500,Escabiosa viva,Flores del acerico vivas,0,17/07/2024,
10216501,Escabiosa viva anual,Flor del acerico viva anual,0,17/07/2024,
10216502,Escabiosa viva negra,Flor del acerico viva negra,0,17/07/2024,
10216503,Escabiosa viva caucásica azul,Flor del acerico viva caucásica azul,0,17/07/2024,
10216504,Escabiosa viva caucásica rosada,Flor del acerico viva caucásica rosada,0,17/07/2024,
10216505,Escabiosa viva caucásica vainas,Flor del acerico viva caucásica vainas,0,17/07/2024,
10216506,Escabiosa viva caucásica blanca,Flor del acerico viva caucásica blanca,0,17/07/2024,
10216507,Escabiosa viva fresa,Flor del acerico viva fresa,0,17/07/2024,
10216800,Romero del pantano viva,Siemprevivas azules vivas,0,17/07/2024,
10216801,Romero del pantano viva azul,Siempreviva azul viva color azul,0,17/07/2024,
10216802,Romero del pantano viva lavanda,Siempreviva azul viva lavanda,0,17/07/2024,
10216803,Romero del pantano viva durazno,Siempreviva azul viva durazno,0,17/07/2024,
10216804,Romero del pantano viva rosada,Siempreviva azul viva rosada,0,17/07/2024,
10216805,Romero del pantano viva púrpura,Siempreviva azul viva púrpura,0,17/07/2024,
10216806,Romero del pantano viva espuma de mar,Siempreviva azul viva espuma de mar,0,17/07/2024,
10216807,Romero del pantano viva blanca,Siempreviva azul viva blanca,0,17/07/2024,
10216808,Romero del pantano viva amarilla,Siempreviva azul viva amarilla,0,17/07/2024,
10216900,Matiola viva,Alhelís vivas,0,17/07/2024,
10216901,Matiola viva apricot,Alhelí viva apricot,0,17/07/2024,
10216902,Matiola viva crema,Alhelí viva crema,0,17/07/2024,
10216903,Matiola viva fucsia,Alhelí viva fucsia,0,17/07/2024,
10216904,Matiola viva lavanda,Alhelí viva lavanda,0,17/07/2024,
